name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town
Seymour Smiles Blenheim | Lumino The Dentists,"67 Seymour Street, Blenheim Central, Blenheim 7201, New Zealand",03 578 7726,+64 3 578 7726,https://lumino.co.nz/dentists/seymour-smiles-blenheim/?utm_source=google_business_profile&utm_medium=organic,4.5,28,OPERATIONAL,https://maps.google.com/?cid=8242339905839657736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:00 PM; Tuesday: 8:15 AM – 5:00 PM; Wednesday: 8:15 AM – 5:00 PM; Thursday: 8:15 AM – 5:00 PM; Friday: 8:15 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Marlborough,Blenheim
Smilewise Ltd,"71 Alfred Street, Blenheim Central, Blenheim 7201, New Zealand",03 578 4344,+64 3 578 4344,,5,2,OPERATIONAL,https://maps.google.com/?cid=13204637140298002150&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Marlborough,Blenheim
Wairau Hospital,"30 Hospital Road, Witherlea, Blenheim 7201, New Zealand",03 520 9999,+64 3 520 9999,https://www.nmdhb.govt.nz/hospitals-and-community-services/hospitals/wairau-hospital/,3.6,78,OPERATIONAL,https://maps.google.com/?cid=1081127275368922448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,needs_verification,Marlborough,Blenheim
Franz Josef Clinic,"59 Cron Street, Franz Josef / Waiau 7886, New Zealand",0800 282 926,+64 800 282 926,,5,2,OPERATIONAL,https://maps.google.com/?cid=16292824149086163656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,needs_verification,West Coast,Franz Josef / Waiau
COAST SMILES DENTAL & DENTAL SPA,"28 Johnston Street, Greymouth 7805, New Zealand",03 399 3768,+64 3 399 3768,http://www.coastsmilesdentalspa.nz/,4.8,438,OPERATIONAL,https://maps.google.com/?cid=6082379828443194135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,West Coast,Greymouth
Dr Guy Margetts,"38 Albert Street, Greymouth 7805, New Zealand",03 768 6242,+64 3 768 6242,,5,1,OPERATIONAL,https://maps.google.com/?cid=4959825917213480747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Monday: 9:00 AM – 1:00 PM, 2:00 – 5:00 PM; Tuesday: 9:00 AM – 1:00 PM, 2:00 – 5:00 PM; Wednesday: 9:00 AM – 1:00 PM, 2:00 – 5:00 PM; Thursday: 9:00 AM – 1:00 PM, 2:00 – 5:00 PM; Friday: 9:00 AM – 1:00 PM, 2:00 – 4:00 PM; Saturday: Closed; Sunday: Closed",needs_verification,West Coast,Greymouth
Duchenne Dental Services,"38 Albert Street, Greymouth 7805, New Zealand",03 768 6243,+64 3 768 6243,http://www.duchenne.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=17001473565416416626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,West Coast,Greymouth
Garry Rae Dental Greymouth | Lumino The Dentists,"140 MacKay Street, Greymouth 7805, New Zealand",03 768 6717,+64 3 768 6717,https://lumino.co.nz/dentists/garry-rae-dental-greymouth/?utm_source=google_business_profile&utm_medium=organic,4.5,21,OPERATIONAL,https://maps.google.com/?cid=15764414591835748325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,West Coast,Greymouth
Greymouth Family Dental Centre | Lumino The Dentists,"40 Tainui Street, Greymouth 7805, New Zealand",03 768 6243,+64 3 768 6243,https://lumino.co.nz/dentists/family-dental-centre-greymouth/?utm_source=google_business_profile&utm_medium=organic,4.7,13,OPERATIONAL,https://maps.google.com/?cid=12335065779227543131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Monday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Tuesday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Wednesday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Thursday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Friday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Saturday: Closed; Sunday: Closed",dental_clinic,West Coast,Greymouth
Hoki Dental,"18 Revell Street, Hokitika 7810, New Zealand",03 222 5030,+64 3 222 5030,http://www.hokidental.co.nz/,4.7,26,OPERATIONAL,https://maps.google.com/?cid=8231699531250143515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:30 PM; Tuesday: 9:00 AM – 4:30 PM; Wednesday: 9:00 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: 9:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,West Coast,Hokitika
Westport Dental Clinic,"6 Bentham Street, Westport 7825, New Zealand",03 789 8901,+64 3 789 8901,https://kawatirihealth.co.nz/dental/,3.4,8,OPERATIONAL,https://maps.google.com/?cid=10848707967410968238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,West Coast,Westport
Amberley Medical Centre,"6 Hilton Drive, Amberley 7410, New Zealand",03 314 8504,+64 3 314 8504,https://www.amberleymc.co.nz/,3.3,42,OPERATIONAL,https://maps.google.com/?cid=1881826557108029875,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:30 AM – 12:30 PM; Sunday: Closed,needs_verification,Canterbury,Amberley
Ashburton Community Dental Clinic,"38 Elizabeth Street, Allenton, Ashburton 7700, New Zealand",0800 846 983,+64 800 846 983,,5,2,OPERATIONAL,https://maps.google.com/?cid=1941371373876630769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Ashburton
Ashburton Dental Centre,"72 Cass Street, Ashburton 7700, New Zealand",03 308 1953,+64 3 308 1953,http://www.dentist.co.nz/dentist-detail/ashburton/ashburton-dental-centre/A11008547,3.1,24,OPERATIONAL,https://maps.google.com/?cid=1481480189115826011&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Ashburton
Burnett Street Dental,"85 Burnett Street, Ashburton 7700, New Zealand",03 308 5248,+64 3 308 5248,https://www.burnettstreetdental.co.nz/,4,3,OPERATIONAL,https://maps.google.com/?cid=12545418619140988475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Ashburton
Dentistry on Parkside,"80 Park Street, Ashburton 7700, New Zealand",03 308 7472,+64 3 308 7472,http://www.dentistryonparkside.co.nz/,4.5,41,OPERATIONAL,https://maps.google.com/?cid=10427894720074998367&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Ashburton
G&E Dental Ashburton,"131 Walnut Avenue, Allenton, Ashburton 7700, New Zealand",03 347 4703,+64 3 347 4703,http://www.gedental.nz/,4.2,26,OPERATIONAL,https://maps.google.com/?cid=8701278664746480754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Ashburton
Broadfield Dental Centre,"184 Selwyn Road, RD8, BROADFIELD 7678, New Zealand",03 978 5522,+64 3 978 5522,http://broadfielddentalcentre.co.nz/,4.3,10,OPERATIONAL,https://maps.google.com/?cid=13683137657666895615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Broadfield
Avonhead Dental,"62 Grahams Road, Avonhead, Christchurch 8041, New Zealand",03 358 4169,+64 3 358 4169,https://avonheaddental.co.nz/,4.8,30,OPERATIONAL,https://maps.google.com/?cid=7555953818535578858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:30 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 7:30 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Barrington Dental Centre,"14/18 Athelstan Street, Spreydon, Christchurch 8024, New Zealand",03 332 9791,+64 3 332 9791,http://www.barringtondental.co.nz/,4.6,12,OPERATIONAL,https://maps.google.com/?cid=7127120744402923562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Beale & Cullen - Dentist,"393 Papanui Road, Strowan, Christchurch 8052, New Zealand",03 354 5450,+64 3 354 5450,https://www.bealeandcullen.co.nz/,4.8,43,OPERATIONAL,https://maps.google.com/?cid=14994107772193617330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Bealey Dental,"163 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 366 2912,+64 3 366 2912,http://www.bealeydental.co.nz/,4.6,62,OPERATIONAL,https://maps.google.com/?cid=3023666240600375148&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 8:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Bush Dental,"400 Greers Road, Bishopdale, Christchurch 8053, New Zealand",03 352 6233,+64 3 352 6233,https://christchurchdentists.nz/,4.6,118,OPERATIONAL,https://maps.google.com/?cid=3109651253138723499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Carlton Dental Care,"24 Papanui Road, Merivale, Christchurch 8014, New Zealand",03 355 8020,+64 3 355 8020,https://www.carltondental.co.nz/,4.8,106,OPERATIONAL,https://maps.google.com/?cid=3720299496411998715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Cathedral Dental Centre,"Level 1/793 Colombo Street, Christchurch Central City, Christchurch 8013, New Zealand",03 379 8065,+64 3 379 8065,http://www.cathedraldental.co.nz/,4.6,9,OPERATIONAL,https://maps.google.com/?cid=411798700341089302&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Christchurch Boutique Dental,"105 Wainui Street, Riccarton, Christchurch 8041, New Zealand",03 925 9929,+64 3 925 9929,https://boutiquedental.co.nz/,5,282,OPERATIONAL,https://maps.google.com/?cid=15278436680873128174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Christchurch Hospital Dental Department,"2 Oxford Terrace, Christchurch Central City, Christchurch 8011, New Zealand",03 364 0250,+64 3 364 0250,http://www.cdhb.health.nz/Hospitals-Services/Specialist-Care/Hospital-Dental-Service/Pages/default.aspx,3.3,24,OPERATIONAL,https://maps.google.com/?cid=6030725227685577860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Chung Dental Clinic,"248 Main North Road, Redwood, Christchurch 8051, New Zealand",03 352 8237,+64 3 352 8237,,5,5,OPERATIONAL,https://maps.google.com/?cid=6054126533911001958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 1:00 PM; Tuesday: 9:30 AM – 6:00 PM; Wednesday: Closed; Thursday: 9:00 AM – 6:00 PM; Friday: 9:30 AM – 1:00 PM; Saturday: 9:30 AM – 1:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Church Corner Dental Surgery,"2 Yaldhurst Road, Upper Riccarton, Christchurch 8041, New Zealand",03 348 5750,+64 3 348 5750,https://churchcornerdental.co.nz/,4.8,132,OPERATIONAL,https://maps.google.com/?cid=2686225639682406709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Colombo Street Dental,"201 Colombo Street, Sydenham, Christchurch 8023, New Zealand",03 337 4596,+64 3 337 4596,https://colombostreetdental.co.nz/,4.5,177,OPERATIONAL,https://maps.google.com/?cid=7365021975520855603&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Monday: 8:00 AM – 1:00 PM, 2:00 – 7:00 PM; Tuesday: 8:00 AM – 1:00 PM, 2:00 – 6:00 PM; Wednesday: 8:00 AM – 1:00 PM, 2:00 – 5:00 PM; Thursday: 8:00 AM – 1:00 PM, 2:00 – 6:00 PM; Friday: 8:00 AM – 1:00 PM, 2:00 – 6:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed",dental_clinic,Canterbury,Christchurch
"Cosmetic Denture Clinic - Denture Expert in Complete, Partial and Immediate Dentures","914 Colombo Street, Christchurch Central City, Christchurch 8013, New Zealand",03 365 2859,+64 3 365 2859,http://www.cosmeticdentureclinic.co.nz/,5,41,OPERATIONAL,https://maps.google.com/?cid=5194812658434734698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Dana Dental Ltd,"3 Pilgrim Place, Sydenham, Christchurch 8011, New Zealand",03 379 6591,+64 3 379 6591,https://danadental.co.nz/,5,7,OPERATIONAL,https://maps.google.com/?cid=17990440078667181743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Dental Care on Barrington,"295 Barrington Street, Spreydon, Christchurch 8244, New Zealand",03 337 3766,+64 3 337 3766,https://www.dentalhealth.co.nz/,4.4,46,OPERATIONAL,https://maps.google.com/?cid=8050431668542761941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Dental on Kilmore,"128 Kilmore Street, Christchurch Central City, Christchurch 8013, New Zealand",03 379 6766,+64 3 379 6766,https://www.dentalonkilmore.co.nz/?utm_source=Google&utm_medium=Organic&utm_campaign=GBP&utm_term=Website,5,20,OPERATIONAL,https://maps.google.com/?cid=17525940286090312970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Duxton Dental,"22 Bartlett Street, Riccarton, Christchurch 8011, New Zealand",03 348 5488,+64 3 348 5488,https://www.duxtondental.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,5,80,OPERATIONAL,https://maps.google.com/?cid=10859017429342895503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Elmwood Dental Centre,"6 Wairakei Road, Strowan, Christchurch 8052, New Zealand",03 355 2348,+64 3 355 2348,http://www.elmwooddental.co.nz/,4.8,26,OPERATIONAL,https://maps.google.com/?cid=11923448490739061744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Essential Dental,"91 Riccarton Road, Riccarton, Christchurch 8011, New Zealand",03 242 0688,+64 3 242 0688,https://www.essentialdental.nz/,4.8,77,OPERATIONAL,https://maps.google.com/?cid=14929443245415780357&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Fendalton Dental,"99a Glandovey Road, Strowan, Christchurch 8052, New Zealand",03 351 1188,+64 3 351 1188,https://www.fendaltondental.co.nz/,4.8,134,OPERATIONAL,https://maps.google.com/?cid=17510081624537949118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Ferry Road Dental Centre,"276 Ferry Road, Phillipstown, Christchurch 8011, New Zealand",03 381 1504,+64 3 381 1504,http://www.ferryrddental.co.nz/,3.9,26,OPERATIONAL,https://maps.google.com/?cid=7002357470002477646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:15 PM; Tuesday: 8:30 AM – 5:15 PM; Wednesday: 8:30 AM – 5:15 PM; Thursday: 8:30 AM – 5:15 PM; Friday: 8:30 AM – 5:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
G&E Dental,"369 Main South Road, Hornby, Christchurch 8042, New Zealand",03 347 4703,+64 3 347 4703,http://www.gedental.nz/,4.6,480,OPERATIONAL,https://maps.google.com/?cid=11139384443069252674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Garden City Dental,"237 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 379 6222,+64 3 379 6222,http://www.gardencitydental.co.nz/,4,231,OPERATIONAL,https://maps.google.com/?cid=18307314576042658912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:30 AM – 5:00 PM; Sunday: 8:30 AM – 5:00 PM,dental_clinic,Canterbury,Christchurch
Golden Grin Teeth Whitening Christchurch Chch,"226 Kilmore Street, Christchurch Central City, Christchurch 8011, New Zealand",03 261 6175,+64 3 261 6175,http://goldengrinteeth.co.nz/?utm_source=google&utm_medium=banner&utm_campaign=GoldenGrin_gmb_1,5,15,OPERATIONAL,https://maps.google.com/?cid=3902934779504041591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,teeth_whitening,Canterbury,Christchurch
