name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town
Avonhead Dental,"62 Grahams Road, Avonhead, Christchurch 8041, New Zealand",03 358 4169,+64 3 358 4169,https://avonheaddental.co.nz/,4.8,30,OPERATIONAL,https://maps.google.com/?cid=7555953818535578858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:30 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 7:30 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Team Dental Papanui,"146 Harewood Road, Papanui, Christchurch 8053, New Zealand",03 354 3416,+64 3 354 3416,https://www.team-dental.co.nz/christchurch/papanui/?utm_campaign=papanui&utm_medium=gbp&utm_source=google,4.6,51,OPERATIONAL,https://maps.google.com/?cid=8873170887430602997&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Redcliffs Dental,"178 Main Road, Redcliffs, Christchurch 8081, New Zealand",03 384 5038,+64 3 384 5038,https://www.redcliffsdental.co.nz/,5,11,OPERATIONAL,https://maps.google.com/?cid=4210952667942822975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 3:00 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Wisdom Dental,"140 Idris Road, Strowan, Christchurch 8052, New Zealand",03 242 0362,+64 3 242 0362,https://www.wisdomdental.co.nz/,5,29,OPERATIONAL,https://maps.google.com/?cid=10320472296032574140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Harris Dental Christchurch | Lumino The Dentists,"62 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 366 9982,+64 3 366 9982,https://lumino.co.nz/dentists/harris-dental-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.6,31,OPERATIONAL,https://maps.google.com/?cid=11709674167018011831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
North Avon Dental Christchurch | Lumino The Dentists,"2 North Avon Road, Richmond, Christchurch 8013, New Zealand",03 365 6767,+64 3 365 6767,https://lumino.co.nz/dentists/north-avon-dental-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.1,35,OPERATIONAL,https://maps.google.com/?cid=644823218405117912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Just Teeth,"4/49 Sir William Pickering Drive, Burnside, Christchurch 8053, New Zealand",03 357 2020,+64 3 357 2020,http://www.just-teeth.co.nz/,4.6,32,OPERATIONAL,https://maps.google.com/?cid=1601798930162761687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Hornby Community Dental Clinic,"2 Hei Hei Road, Hornby, Christchurch 8042, New Zealand",0800 846 983,+64 800 846 983,,5,5,OPERATIONAL,https://maps.google.com/?cid=10726337143810911105&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Canterbury,Christchurch
Linwood Dental Centre,"211 Linwood Avenue, Linwood, Christchurch 8011, New Zealand",03 389 9730,+64 3 389 9730,https://linwooddentalcentre.co.nz/,3.8,12,OPERATIONAL,https://maps.google.com/?cid=18039055598809260780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Chung Dental Clinic,"248 Main North Road, Redwood, Christchurch 8051, New Zealand",03 352 8237,+64 3 352 8237,,5,5,OPERATIONAL,https://maps.google.com/?cid=6054126533911001958&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 1:00 PM; Tuesday: 9:30 AM – 6:00 PM; Wednesday: Closed; Thursday: 9:00 AM – 6:00 PM; Friday: 9:30 AM – 1:00 PM; Saturday: 9:30 AM – 1:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
"Cosmetic Denture Clinic - Denture Expert in Complete, Partial and Immediate Dentures","914 Colombo Street, Christchurch Central City, Christchurch 8013, New Zealand",03 365 2859,+64 3 365 2859,http://www.cosmeticdentureclinic.co.nz/,5,41,OPERATIONAL,https://maps.google.com/?cid=5194812658434734698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Elmwood Dental Centre,"6 Wairakei Road, Strowan, Christchurch 8052, New Zealand",03 355 2348,+64 3 355 2348,http://www.elmwooddental.co.nz/,4.8,26,OPERATIONAL,https://maps.google.com/?cid=11923448490739061744&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Golden Grin Teeth Whitening Christchurch Chch,"226 Kilmore Street, Christchurch Central City, Christchurch 8011, New Zealand",03 261 6175,+64 3 261 6175,http://goldengrinteeth.co.nz/?utm_source=google&utm_medium=banner&utm_campaign=GoldenGrin_gmb_1,5,15,OPERATIONAL,https://maps.google.com/?cid=3902934779504041591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,teeth_whitening,Canterbury,Christchurch
The Teeth Whitening Lab - Christchurch Former Dental Therapist,"86A Halton Street, Strowan, Christchurch 8052, New Zealand",0274 103 355,+64 274 103 355,http://theteethwhiteninglabchch.co.nz/,5,4,OPERATIONAL,https://maps.google.com/?cid=9923641811339773949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: 9:00 AM – 5:00 PM,teeth_whitening,Canterbury,Christchurch
Barrington Dental Centre,"14/18 Athelstan Street, Spreydon, Christchurch 8024, New Zealand",03 332 9791,+64 3 332 9791,http://www.barringtondental.co.nz/,4.6,12,OPERATIONAL,https://maps.google.com/?cid=7127120744402923562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Papanui Dental Centre- Open Wide,"457 Papanui Road, Papanui, Christchurch 8053, New Zealand",03 352 6019,+64 3 352 6019,http://papanuidental.co.nz/,4.1,27,OPERATIONAL,https://maps.google.com/?cid=6416579424955668120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Waltham Dental Centre,"81 Waltham Road, Sydenham, Canterbury 8023, New Zealand",03 379 5146,+64 3 379 5146,http://www.walthamdental.co.nz/,4.5,36,OPERATIONAL,https://maps.google.com/?cid=2258066028163434909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Warrington Dental,"153 Innes Road, St Albans, Christchurch 8052, New Zealand",03 355 8081,+64 3 355 8081,,4.5,40,OPERATIONAL,https://maps.google.com/?cid=509285012815245340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
Beale & Cullen - Dentist,"393 Papanui Road, Strowan, Christchurch 8052, New Zealand",03 354 5450,+64 3 354 5450,https://www.bealeandcullen.co.nz/,4.8,43,OPERATIONAL,https://maps.google.com/?cid=14994107772193617330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch
