name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price,date_scraped
Woolworths Mt Eden,"Cnr Valley &, Dominion Road, Mount Eden, Auckland 1024, New Zealand",09 638 7164,+64 9 638 7164,https://www.woolworths.co.nz/store-finder/9235/mt-eden-auckland/mount-eden-woolworths?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=woolworths-mt-eden,4.2,3277,OPERATIONAL,https://maps.google.com/?cid=7095014495799948562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 6:00 AM – 11:00 PM; Sunday: 6:00 AM – 11:00 PM,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
Mount Roskill Family Dentist,"Inside Local Doctors 22 Stoddard Road, Mount Roskill, Auckland 1041, New Zealand",09 620 0096,+64 9 620 0096,,4.8,49,OPERATIONAL,https://maps.google.com/?cid=9825547671787359260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:30 PM; Tuesday: 9:30 AM – 5:30 PM; Wednesday: 9:30 AM – 5:30 PM; Thursday: 9:30 AM – 5:30 PM; Friday: 9:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
Viva Dentures,"1280 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",09 600 2551,+64 9 600 2551,https://vivadentures.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=7156234126734968721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: Closed; Friday: 10:00 AM – 5:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
New Al-Dawa Medical & Dental Centre,"1230 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",09 620 5046,+64 9 620 5046,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/new-al-dawa-medical-centre/,3,57,OPERATIONAL,https://maps.google.com/?cid=16660323056118384779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 10:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
Sandringham Dental Centre,"575 Sandringham Road, Sandringham, Auckland 1025, New Zealand",09 846 1703,+64 9 846 1703,https://sandringhamdental.com/,5,10,OPERATIONAL,https://maps.google.com/?cid=9852004810444686864&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:30 PM; Tuesday: 9:00 AM – 5:30 PM; Wednesday: 9:00 AM – 5:30 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
Central Dental Centre,"760 Dominion Road, Mount Roskill, Auckland 1041, New Zealand",09 620 8188,+64 9 620 8188,,,,OPERATIONAL,https://maps.google.com/?cid=4165198355651015028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Auckland,Mount Eden Auckland,no_prices,2026-03-18
Peter Ng - Dental Surgeon,"575 Sandringham Road, Sandringham, Auckland 1025, New Zealand",09 846 1703,+64 9 846 1703,http://www.sandringhamdental.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=8282159752380989705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:15 PM; Tuesday: 8:30 AM – 5:15 PM; Wednesday: 8:30 AM – 5:15 PM; Thursday: 8:30 AM – 5:15 PM; Friday: 8:30 AM – 5:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Sandringham Auckland,no_prices,2026-03-18
Wesley Intermediate Children's Community Dental Clinic,"Sandringham, Auckland 1041, New Zealand",09 620 2564,+64 9 620 2564,http://www.ards.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=7593090942080513803&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Sandringham Auckland,no_prices,2026-03-18
Clinical Smiles,"110 Saint Lukes Road, Sandringham, Auckland 1025, New Zealand",0508 148 338,+64 508 148 338,http://www.clinicalsmiles.co.nz/,4.9,27,OPERATIONAL,https://maps.google.com/?cid=17830636496104658304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 4:00 PM; Tuesday: 7:00 AM – 4:00 PM; Wednesday: 7:00 AM – 4:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Sandringham Auckland,no_prices,2026-03-18
Sandringham Health Centre,"542-544 Sandringham Road, Sandringham, Auckland 1025, New Zealand",09 849 2111,+64 9 849 2111,http://www.ethc.co.nz/94/sandringham,1.4,9,OPERATIONAL,https://maps.google.com/?cid=5614467094148791482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Auckland,Sandringham Auckland,no_prices,2026-03-18
Dental Surgeon,"528 Sandringham Road, Sandringham, Auckland 1025, New Zealand",09 815 7205,+64 9 815 7205,,4.5,2,OPERATIONAL,https://maps.google.com/?cid=13057405598275972119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Auckland,Sandringham Auckland,no_prices,2026-03-18
Mission Bay Dental,"17 Patteson Avenue, Mission Bay, Auckland 1071, New Zealand",09 528 6434,+64 9 528 6434,http://www.missiondental.co.nz/,4.3,10,OPERATIONAL,https://maps.google.com/?cid=15035469960389510067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Kohimarama Dental Centre,"303 Kepa Road, Mission Bay, Auckland 1071, New Zealand",09 528 7996,+64 9 528 7996,http://www.kohimaramadental.co.nz/,4.8,11,OPERATIONAL,https://maps.google.com/?cid=377299895272914682&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 10:00 AM – 8:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Malimali Dental,"1 Fleming Street, Onehunga, Auckland 1061, New Zealand",09 622 1224,+64 9 622 1224,https://www.facebook.com/Malimali-Dental-346826232133243/,4.9,164,OPERATIONAL,https://maps.google.com/?cid=1642820083371279619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Marina Dentists Half Moon Bay,"Anchor Building 1 Ara-Tai Road, Half Moon Bay, Auckland 2012, New Zealand",09 535 1074,+64 9 535 1074,http://www.marinadentists.co.nz/,4.9,170,OPERATIONAL,https://maps.google.com/?cid=16359904225861121360&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 6:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Eastridge Shopping Centre,"215 Kepa Road, Mission Bay, Auckland 1071, New Zealand",,,http://www.eastridge.co.nz/,4.2,1442,OPERATIONAL,https://maps.google.com/?cid=8098943227594090461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:30 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 6:30 PM; Thursday: 9:00 AM – 6:30 PM; Friday: 9:00 AM – 6:30 PM; Saturday: 9:00 AM – 6:30 PM; Sunday: 9:00 AM – 4:30 PM,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Mission Bay Doctors,"10 Marau Crescent, Mission Bay, Auckland 1071, New Zealand",09 521 1120,+64 9 521 1120,http://www.mbdrs.co.nz/,4.3,18,OPERATIONAL,https://maps.google.com/?cid=13166557310449923440&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Mission Bay Pharmacy,"3 Patteson Avenue, Mission Bay, Auckland 1071, New Zealand",09 521 0880,+64 9 521 0880,https://www.healthpoint.co.nz/pharmacy/pharmacy/unichem-mission-bay-pharmacy/,4.6,22,OPERATIONAL,https://maps.google.com/?cid=13371762717503005513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 10:00 AM – 4:00 PM,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Bayside Medical Practice - Dr. Young Lee,"6/17 Patteson Avenue, Mission Bay, Auckland 1071, New Zealand",09 528 6152,+64 9 528 6152,https://www.baysidemedical.co.nz/,4.9,230,OPERATIONAL,https://maps.google.com/?cid=823051952943421104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Bayside Dental Centre,"86 Clyde Road, Browns Bay, Auckland 0630, New Zealand",09 478 8773,+64 9 478 8773,http://www.baysidedental.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,4.9,243,OPERATIONAL,https://maps.google.com/?cid=6340971216310841017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
The Dental Centre Browns Bay,"1/19 Bute Road, Browns Bay, Auckland 0630, New Zealand",09 479 7710,+64 9 479 7710,http://www.brownsbaydental.co.nz/,4.6,24,OPERATIONAL,https://maps.google.com/?cid=6125048812315842371&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
East Coast Bays Dental,"Level 1/15 Mercari Way, Albany, Auckland 0632, New Zealand",09 415 7000,+64 9 415 7000,https://ecbdental.co.nz/,4.9,212,OPERATIONAL,https://maps.google.com/?cid=11326578216629356719&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 5:30 PM; Friday: 9:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Mairangi Bay Dental Centre,"2 Hastings Road, Mairangi Bay, Auckland 0630, New Zealand",09 478 8800,+64 9 478 8800,,5,9,OPERATIONAL,https://maps.google.com/?cid=1110328651785641404&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
New World Eastridge,"209 Kepa Road, Mission Bay, Auckland 1070, New Zealand",09 521 4680,+64 9 521 4680,https://www.newworld.co.nz/store-map/,4.2,983,OPERATIONAL,https://maps.google.com/?cid=4585334841228775085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Life Pharmacy Eastridge,"Eastridge Mall 215 Kepa Road, Mission Bay, Auckland 1071, New Zealand",09 528 6062,+64 9 528 6062,https://www.lifepharmacy.co.nz/pharmacy-finder/,3,53,OPERATIONAL,https://maps.google.com/?cid=13325824649176116209&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:30 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 6:30 PM; Thursday: 9:00 AM – 6:30 PM; Friday: 9:00 AM – 6:30 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 4:30 PM,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
Geoff Williamson Bds,"17 Patteson Avenue, Mission Bay, Auckland 1071, New Zealand",09 528 6434,+64 9 528 6434,,,,OPERATIONAL,https://maps.google.com/?cid=15092265065802911990&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Auckland,Mission Bay Auckland,no_prices,2026-03-18
St Heliers Dental Group,"162 Saint Heliers Bay Road, St Heliers, Auckland 1071, New Zealand",09 575 9590,+64 9 575 9590,http://www.shdg.co.nz/,5,10,OPERATIONAL,https://maps.google.com/?cid=6804412470962391698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Natural Smile EastMed Dental,"188 Saint Heliers Bay Road, St Heliers, Auckland 1071, New Zealand",09 585 0205,+64 9 585 0205,https://www.naturalsmile.co.nz/?utm_source=Google&utm_medium=Organic&utm_campaign=GBP&utm_term=Website,5,31,OPERATIONAL,https://maps.google.com/?cid=13830083633380613816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Lumino St Heliers | Lumino The Dentists,"413a Tamaki Drive, St Heliers, Auckland 1071, New Zealand",09 575 5814,+64 9 575 5814,https://lumino.co.nz/dentists/lumino-st-heliers/?utm_source=google_business_profile&utm_medium=organic,5,27,OPERATIONAL,https://maps.google.com/?cid=13027872927173741408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:30 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Glendowie Dental Centre,"106 West Tamaki Road, St Heliers, Auckland 1072, New Zealand",09 521 2076,+64 9 521 2076,http://glendowiedentalcentre.co.nz/,4.8,69,OPERATIONAL,https://maps.google.com/?cid=2141843663063742188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 7:30 AM – 5:30 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 7:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Dr Dave Richards Dentist Auckland,"188 Saint Heliers Bay Road, St Heliers, Auckland 1071, New Zealand",09 585 0205,+64 9 585 0205,https://www.drdaverichards.nz/,5,121,OPERATIONAL,https://maps.google.com/?cid=3293729009085008721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Platinum Smile,"413a Tamaki Drive, St Heliers, Auckland 1071, New Zealand",09 575 5814,+64 9 575 5814,,5,1,OPERATIONAL,https://maps.google.com/?cid=4171988399492766228&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Saint Heliers Dental Centre,"St Heliers, Auckland 1071, New Zealand",,,,,,OPERATIONAL,https://maps.google.com/?cid=11617522800874603281&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Auckland,St Heliers Auckland,no_prices,2026-03-18
Dental Solutions Ellerslie,"2/2 Robert Street, Ellerslie, Auckland 1051, New Zealand",09 525 0959,+64 9 525 0959,https://www.dentalsolutions.co.nz/,3.8,18,OPERATIONAL,https://maps.google.com/?cid=10143149531414227028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 8:30 AM – 6:15 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Ellerslie Auckland,no_prices,2026-03-18
Ellerslie Hway Dental Centre,"439 Ellerslie Panmure Highway, Mount Wellington, Auckland 1060, New Zealand",09 570 7061,+64 9 570 7061,http://www.ellersliehwaydentalcentre.co.nz/,4.9,41,OPERATIONAL,https://maps.google.com/?cid=12308009201752233847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Ellerslie Auckland,no_prices,2026-03-18
Sapphire Dental,"126a Main Highway, Ellerslie, Auckland 1051, New Zealand",09 579 4746,+64 9 579 4746,https://sapphiredental.co.nz/,5,17,OPERATIONAL,https://maps.google.com/?cid=3776459465862319511&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:30 PM; Tuesday: Closed; Wednesday: 9:00 AM – 1:00 PM; Thursday: Closed; Friday: 9:30 AM – 6:30 PM; Saturday: 9:30 AM – 3:30 PM; Sunday: Closed,dental_clinic,Auckland,Ellerslie Auckland,no_prices,2026-03-18
Rockfield Dental Centre,"86 Rockfield Road, Penrose, Auckland 1061, New Zealand",09 579 4180,+64 9 579 4180,http://www.dentist.co.nz/dentist-detail/auckland/rockfield-dental-centre/A11006719,4.7,26,OPERATIONAL,https://maps.google.com/?cid=7276463017540826486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Ellerslie Auckland,no_prices,2026-03-18
Dentalworks,"c5/71 Lunn Avenue, Ellerslie, Auckland 1072, New Zealand",09 527 8088,+64 9 527 8088,https://dentalworks.co.nz/,4.5,75,OPERATIONAL,https://maps.google.com/?cid=10549071728589872131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: Closed; Sunday: 9:00 AM – 3:00 PM,dental_clinic,Auckland,Ellerslie Auckland,no_prices,2026-03-18
Panmure Dentists,"188 Queens Road, Panmure, Auckland 1072, New Zealand",09 570 1764,+64 9 570 1764,https://panmuredentists.co.nz/,4.9,111,OPERATIONAL,https://maps.google.com/?cid=8438578034923614661&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Panmure Auckland,no_prices,2026-03-18
Classics Dental Panmure,"144 Queens Road, Panmure, Auckland 1072, New Zealand",09 570 2823,+64 9 570 2823,https://classicsdental.co.nz/,4.9,82,OPERATIONAL,https://maps.google.com/?cid=8833692112249440983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 10:00 AM – 5:30 PM; Wednesday: 10:00 AM – 5:30 PM; Thursday: 10:00 AM – 5:30 PM; Friday: 10:00 AM – 5:30 PM; Saturday: 10:00 AM – 5:30 PM; Sunday: Closed,dental_clinic,Auckland,Panmure Auckland,no_prices,2026-03-18
Panmure Dental Centre,"Panmure, Auckland 1072, New Zealand",09 527 2580,+64 9 527 2580,,5,8,OPERATIONAL,https://maps.google.com/?cid=8784564158906154530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 5:30 PM; Wednesday: Closed; Thursday: 8:30 AM – 1:00 PM; Friday: 8:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Panmure Auckland,no_prices,2026-03-18
