name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price,date_scraped
Chris Bell Dental - Dentures Tauranga,"98 Fourteenth Avenue, Tauranga South, Tauranga 3112, New Zealand",07 575 2656,+64 7 575 2656,https://belldental.co.nz/,4.6,11,OPERATIONAL,https://maps.google.com/?cid=14554776297547846696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dental Implant Centre,"Cliff Road, Tauranga 3110, New Zealand",07 929 7384,+64 7 929 7384,http://www.dentalimplantcentre.co.nz/about-us/,,,OPERATIONAL,https://maps.google.com/?cid=11890988873375873707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dentures Tauranga Ltd,"213 State Highway 2, Bethlehem, Tauranga 3110, New Zealand",0800 402 402,+64 800 402 402,https://www.denturestauranga.co.nz/,5,51,OPERATIONAL,https://maps.google.com/?cid=13661899604937046052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
2nd Avenue Health Centre,"19 Second Avenue, Tauranga 3110, New Zealand",07 577 0010,+64 7 577 0010,https://www.accidenthealth.co.nz/,2.8,50,OPERATIONAL,https://maps.google.com/?cid=16108740118510909185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Hospital,"829 Cameron Road, Tauranga South, Tauranga 3112, New Zealand",07 579 8000,+64 7 579 8000,,3.3,302,OPERATIONAL,https://maps.google.com/?cid=5545742174135753365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Otumoetai Dental Lab,"281 Otumoetai Road, Otūmoetai, Tauranga 3110, New Zealand",07 576 1150,+64 7 576 1150,http://www.dentures-tauranga.co.nz/,5,10,OPERATIONAL,https://maps.google.com/?cid=11764532549858524262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:00 PM; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 7:30 AM – 4:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: 7:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Andrew Newsom Dental,"38 Cliff Road, Tauranga 3110, New Zealand",07 579 7758,+64 7 579 7758,http://www.andrewnewsom.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=9432992941157164112&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Accident & HealthCare,"19 Second Avenue, Tauranga 3110, New Zealand",07 577 0010,+64 7 577 0010,https://www.accidenthealth.co.nz/,3.2,198,OPERATIONAL,https://maps.google.com/?cid=12385196733337615767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Moana City Clinic - Te Manu Toroa,"11 Tebbs Lane, Gate Pa, Tauranga 3112, New Zealand",0800 114 900,+64 800 114 900,https://temanutoroa.org.nz/,2.8,39,OPERATIONAL,https://maps.google.com/?cid=11262610465015545652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Bay Orthodontics,"178 Fourteenth Avenue, Tauranga South, Tauranga 3112, New Zealand",07 577 0916,+64 7 577 0916,https://lumino.co.nz/dentists/bay-orthodontics-tauranga/?utm_source=google_business_profile&utm_medium=organic,4.6,13,OPERATIONAL,https://maps.google.com/?cid=7145377916908320033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Arataki Community Dental Clinic,"4 Kaimanawa Street, Mount Maunganui 3116, New Zealand",07 575 3498,+64 7 575 3498,,,,OPERATIONAL,https://maps.google.com/?cid=13113219816745696204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Lush Smiles,"277 Maunganui Road, Mount Maunganui 3116, New Zealand",020 4073 2887,+64 20 4073 2887,http://www.lushsmiles.net/,5,53,OPERATIONAL,https://maps.google.com/?cid=14521014276208330837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 11:00 AM – 7:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Adrian Cable Dental,"2 Willow Street, Tauranga 3310, New Zealand",07 578 4984,+64 7 578 4984,,4.3,6,OPERATIONAL,https://maps.google.com/?cid=14975716660104908212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:00 PM; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 7:30 AM – 2:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: 7:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Mitchell dental laboratory - Denture repair,"77 Paterson Street, Mount Maunganui 3116, New Zealand",07 574 8082,+64 7 574 8082,https://www.mitchelldenture.com/,5,7,OPERATIONAL,https://maps.google.com/?cid=4693339945737343496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Newsom Dental,"Cliff Road, Tauranga 3110, New Zealand",07 579 7758,+64 7 579 7758,http://www.andrewnewsom.co.nz/contact-us/,,,OPERATIONAL,https://maps.google.com/?cid=6889611980880808727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dan Smethurst Orthodontist,"44 Third Avenue, Tauranga 3112, New Zealand",07 578 9166,+64 7 578 9166,https://www.straightwhiteteeth.co.nz/,5,139,OPERATIONAL,https://maps.google.com/?cid=17064357624441804005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:15 PM; Tuesday: 8:00 AM – 5:15 PM; Wednesday: 8:00 AM – 5:15 PM; Thursday: 8:00 AM – 5:15 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Endodontist,"2 Willow Street, Tauranga 3110, New Zealand",07 577 1422,+64 7 577 1422,http://www.bayendo.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=7733515844931304504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tooth Fairy Dental - Ex Smileworks/Bridgens lumino dental,"77 Jellicoe Street, Te Puke 3153, New Zealand",07 575 6278,+64 7 575 6278,http://www.toothfairydental.co.nz/,5,8,OPERATIONAL,https://maps.google.com/?cid=18206454922227553384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: Closed; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dr DL Booyse,"41 Girven Road, Mount Maunganui 3116, New Zealand",,,https://dentalplus.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=17803926114273412695&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Mount Maunganui,no_prices,2026-03-18
Team Dental Papamoa,"5 Golden Sands Drive, Papamoa Beach, Tauranga 3118, New Zealand",07 542 4230,+64 7 542 4230,https://www.team-dental.co.nz/bay-of-plenty/papamoa/?utm_campaign=papamoa&utm_medium=gbp&utm_source=google,4.5,83,OPERATIONAL,https://maps.google.com/?cid=8892697602611638175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Tara Road Dental Papamoa,"1G Tara Road, Papamoa Beach, Tauranga 3187, New Zealand",07 579 5291,+64 7 579 5291,https://tararddental.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=7666925827358705231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Kaimai Dentures,"Te Hou Hou Crescent, Papamoa Beach, Tauranga 3118, New Zealand",027 541 9466,+64 27 541 9466,,4.4,7,OPERATIONAL,https://maps.google.com/?cid=5218014132694695828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Papamoa Orthodontist,"1G Tara Road, Papamoa Beach, Tauranga 3187, New Zealand",07 579 3571,+64 7 579 3571,https://papamoaorthodontist.co.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=11734975150297415842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
The Orthodontic Hub Papamoa,"3 Palm Springs Boulevard, Papamoa Beach, Tauranga 3118, New Zealand",027 557 5404,+64 27 557 5404,http://www.theorthodontichub.co.nz/,4.9,12,OPERATIONAL,https://maps.google.com/?cid=1931054861783900033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Essential Dentures Limited,"3/60 Parton Road, Papamoa Beach, Tauranga 3187, New Zealand",0800 325 738,+64 800 325 738,http://www.essentialdentures.co.nz/,4.8,21,OPERATIONAL,https://maps.google.com/?cid=17774828659566612704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Te Manu Toroa Kaupapa Maori Dental Services,"95 Hartford Avenue, Papamoa Beach, Tauranga 3118, New Zealand",07 574 0214,+64 7 574 0214,,5,2,OPERATIONAL,https://maps.google.com/?cid=9798472473736284794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Unichem Excelsa Pharmacy,"5 Golden Sands Drive, Papamoa Beach, Tauranga 3118, New Zealand",07 281 1301,+64 7 281 1301,,3.5,35,OPERATIONAL,https://maps.google.com/?cid=57702443390018018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:30 PM; Tuesday: 8:15 AM – 5:30 PM; Wednesday: 8:15 AM – 5:30 PM; Thursday: 8:15 AM – 5:30 PM; Friday: 8:15 AM – 5:30 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Te Akau Hauora- Te Manu Toroa,"35E Hartford Avenue, Papamoa Beach, Mount Maunganui 3118, New Zealand",07 574 9830,+64 7 574 9830,,4.3,37,OPERATIONAL,https://maps.google.com/?cid=13131101428269921146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
"Tooth Fairy Dental - Queen Street, Te Puke","21 Queen Street, Te Puke 3119, New Zealand",07 573 8738,+64 7 573 8738,https://www.toothfairydental.co.nz/te-puke-clinics/,4.9,43,OPERATIONAL,https://maps.google.com/?cid=11043145050945818639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
"Tooth Fairy Dental - 19 Jellicoe St, Te Puke","19 Jellicoe Street, Te Puke 3119, New Zealand",07 573 7856,+64 7 573 7856,https://www.toothfairydental.co.nz/te-puke-clinics/,4.9,28,OPERATIONAL,https://maps.google.com/?cid=8194113676514399293&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Coastal Pet Vet,"1 Golden Sands Drive, Papamoa Beach, Tauranga 3118, New Zealand",0508 738 838,+64 508 738 838,https://www.coastalpetvet.co.nz/,5,193,OPERATIONAL,https://maps.google.com/?cid=2824577423477918649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: 8:00 AM – 5:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Affordable Denture Papamoa,"26 Gravatt Road, Papamoa Beach, Tauranga 3118, New Zealand",,,https://www.instagram.com/affordable_denture_nz/,,,OPERATIONAL,https://maps.google.com/?cid=16220668119922536554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: 8:00 AM – 5:00 PM; Sunday: 8:00 AM – 5:00 PM,dental_clinic,Bay of Plenty,Papamoa,no_prices,2026-03-18
Team Dental Katikati,"19A Carisbrooke Street, Katikati 3129, New Zealand",07 549 5454,+64 7 549 5454,https://www.team-dental.co.nz/bay-of-plenty/katikati/?utm_campaign=katikati&utm_medium=gbp&utm_source=google,4.9,73,OPERATIONAL,https://maps.google.com/?cid=5782755427829208085&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Katikati,no_prices,2026-03-18
Gentle Dental KatiKati,"17 Main Road, KatiKati, Katikati 3129, New Zealand",07 549 3262,+64 7 549 3262,https://www.katigentledental.com/,4.8,34,OPERATIONAL,https://maps.google.com/?cid=14601807950401899325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Katikati,no_prices,2026-03-18
The Dental Centre,"21 Queen Street, Te Puke 3119, New Zealand",,,,5,1,OPERATIONAL,https://maps.google.com/?cid=1813501945537023548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Bay of Plenty,Te Puke,no_prices,2026-03-18
ER Dental at Omokoroa,"2/170 Omokoroa Road, Omokoroa, Ōmokoroa 3114, New Zealand",07 548 2320,+64 7 548 2320,https://www.erdental.co.nz/er-dental-omokoroa/,5,92,OPERATIONAL,https://maps.google.com/?cid=12552354436112342268&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Ōmokoroa,no_prices,2026-03-18
Waihi Beach Medical Centre,"47 Wilson Road, Waihi Beach 3611, New Zealand",07 863 5757,+64 7 863 5757,http://www.phcl.health.nz/waihibeach,3.7,18,OPERATIONAL,https://maps.google.com/?cid=18346120615606196910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Waihi Beach,no_prices,2026-03-18
Waihi Beach Chemist,"15 Wilson Road, Waihi Beach 3611, New Zealand",07 863 5401,+64 7 863 5401,http://www.waihibeachchemist.co.nz/,5,20,OPERATIONAL,https://maps.google.com/?cid=5187257597123931853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Waihi Beach,no_prices,2026-03-18
Four Square Waihi Beach,"33 Wilson Road, Waihi Beach 3611, New Zealand",07 863 5908,+64 7 863 5908,https://www.foursquare.co.nz/upper-north-island/bay-of-plenty/waihi-beach?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_term=plcid_11125316768187166413&utm_content=Four+Square+Waihi+Beach,4,266,OPERATIONAL,https://maps.google.com/?cid=15279072292288589379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 9:00 PM; Tuesday: 7:00 AM – 9:00 PM; Wednesday: 7:00 AM – 9:00 PM; Thursday: 7:00 AM – 9:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 7:00 AM – 9:00 PM; Sunday: 7:00 AM – 9:00 PM,dental_clinic,Bay of Plenty,Waihi Beach,no_prices,2026-03-18
Waihi Beach Physiotherapy & Acupuncture,"57 Wilson Road, Waihi Beach 3611, New Zealand",07 863 4123,+64 7 863 4123,https://waihibeachphysio.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=1178879604868512418&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Bay of Plenty,Waihi Beach,no_prices,2026-03-18
The Dentists - Rotorua,"1125 Pukaki Street, Rotorua 3010, New Zealand",07 348 5385,+64 7 348 5385,https://www.dentistsrotorua.co.nz/,4.8,108,OPERATIONAL,https://maps.google.com/?cid=2372937109433644950&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Rotorua,no_prices,2026-03-18
Lakes Care Dental,"1172 Arawa Street, Rotorua 3010, New Zealand",07 348 8888,+64 7 348 8888,https://lakescaredental.co.nz/,4.4,34,OPERATIONAL,https://maps.google.com/?cid=15776756253649846779&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Rotorua,no_prices,2026-03-18
