name,address,phone_national,phone_international,email,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,suburb_town,city,price,date_scraped,description,services
Mt Eden Road Dental Centre,"931 Mount Eden Road, Three Kings, Auckland 1024, New Zealand",09 638 9574,+64 9 638 9574,,https://www.healthpoint.co.nz/dentistry/general-dentist/associated-dental-practices-limited-mt-eden/,4.1,27,OPERATIONAL,https://maps.google.com/?cid=16455932545694653445&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Auckland,Three Kings,Auckland City,no_prices,2026-03-18,,
Mt Wellington Dental Centre,"22 Ireland Road, Mount Wellington, Auckland 1060, New Zealand",09 527 6322,+64 9 527 6322,,https://www.mtwellingtondentalcentre.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=594266635371737181&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Mount Wellington,Auckland City,no_prices,2026-03-18,,
Mt Wellington Dentists,"627 Mount Wellington Highway, Mount Wellington, Auckland 1062, New Zealand",09 259 2122,+64 9 259 2122,,https://www.healthpoint.co.nz/dentistry/general-dentist/mt-wellington-dentists/,2.3,3,OPERATIONAL,https://maps.google.com/?cid=10777813419578532276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Auckland,Mount Wellington,Auckland City,no_prices,2026-03-18,,
My Dental Implants,"12/3 Akoranga Drive, Northcote, Auckland 0627, New Zealand",09 884 0954,+64 9 884 0954,,https://mydentalimplants.co.nz/,5,12,OPERATIONAL,https://maps.google.com/?cid=13770983867702614718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 5:00 PM,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
My Dentist - Pakuranga,"11 Cortina Place, Pakuranga, Auckland 2010, New Zealand",09 218 8988,+64 9 218 8988,,https://mydentist.nz/,4.8,83,OPERATIONAL,https://maps.google.com/?cid=10012403983334589230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Pakuranga,Manukau,no_prices,2026-03-18,,
MyDental Mangere Bridge,"25 Coronation Road, Māngere Bridge, Auckland 2022, New Zealand",09 242 1130,+64 9 242 1130,,http://mydental.co.nz/,5,106,OPERATIONAL,https://maps.google.com/?cid=4480691637212007785&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,Māngere Bridge,Manukau,no_prices,2026-03-18,,
MyDental Papatoetoe,"Unit 7-8/65 Saint George Street, Papatoetoe, Auckland 2025, New Zealand",09 242 1110,+64 9 242 1110,,http://mydental.co.nz/,4.9,88,OPERATIONAL,https://maps.google.com/?cid=10981328859854544618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,Papatoetoe,Manukau,no_prices,2026-03-18,,
Neo Dental Studio,"249 Dominion Road, Mount Eden, Auckland 1024, New Zealand",09 551 5871,+64 9 551 5871,,https://www.neodentalstudio.co.nz/,4.9,92,OPERATIONAL,https://maps.google.com/?cid=4424774400169503049&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Mount Eden,Auckland City,no_prices,2026-03-18,,
Newmarket Dental Group,"Cnr Broadway & Teed Street, Newmarket, Auckland 1023, New Zealand",09 520 0734,+64 9 520 0734,,https://newmarketdentalgroup.co.nz/,4.9,19,OPERATIONAL,https://maps.google.com/?cid=10970510268275076285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Newmarket,Auckland City,no_prices,2026-03-18,,
Newmarket Dental Studio,"Level, Level 2/142 Broadway, Newmarket, Auckland 1023, New Zealand",09 368 1815,+64 9 368 1815,,http://www.newmarketdentalstudio.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=12695831748757320766&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Newmarket Auckland,Auckland City,no_prices,2026-03-18,,
Newmarket Family Dental Care,"38 Broadway, Newmarket, Auckland 1023, New Zealand",09 529 9273,+64 9 529 9273,,http://newmarketfamilydentist.co.nz/,4.9,92,OPERATIONAL,https://maps.google.com/?cid=8887433320715531207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Newmarket,Auckland City,no_prices,2026-03-18,,
Nigel Parr Surgical Limited,"11 Green Lane East, Remuera, Auckland 1050, New Zealand",09 529 5061,+64 9 529 5061,,http://www.nigelparroralsurgeon.co.nz/,4.9,29,OPERATIONAL,https://maps.google.com/?cid=4864508584361015237&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:00 PM; Tuesday: 7:30 AM – 4:00 PM; Wednesday: 7:30 AM – 4:00 PM; Thursday: 7:30 AM – 4:00 PM; Friday: 7:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Niho Ma Teeth Whitening & More,"Lincoln Road, Henderson, Auckland 0610, New Zealand",,,,http://www.nihoma.co.nz/,5,55,OPERATIONAL,https://maps.google.com/?cid=17283475027343505550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: 9:00 AM – 5:00 PM,whitening,Auckland,Henderson,Waitakere,no_prices,2026-03-18,,
Noble Dental Specialists Remuera,"31 Peach Parade, Remuera, Auckland 1050, New Zealand",09 524 2855,+64 9 524 2855,,https://www.nobledental.co.nz/,5,88,OPERATIONAL,https://maps.google.com/?cid=14630552283837056265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Noble Dental Specialists Takapuna,"BDO Takapuna Tower, 19 Como Street, Takapuna, Auckland 0622, New Zealand",09 486 6996,+64 9 486 6996,,https://www.nobledental.co.nz/,4.8,88,OPERATIONAL,https://maps.google.com/?cid=6222854806729412384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Takapuna Auckland,North Shore,no_prices,2026-03-18,,
North Shore Dental,"761 Beach Road, Browns Bay, Auckland 0630, New Zealand",09 478 7442,+64 9 478 7442,,http://www.northshoredental.co.nz/,4.9,761,OPERATIONAL,https://maps.google.com/?cid=2154203007972482640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Browns Bay,North Shore,no_prices,2026-03-18,,
North Shore Orthodontics,"14 Auburn Street, Takapuna, Auckland 0622, New Zealand",09 488 7488,+64 9 488 7488,,http://www.northshoreortho.co.nz/,5,268,OPERATIONAL,https://maps.google.com/?cid=186186843158419809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 5:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,orthodontist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
North Shore Periodontics,"414 Lake Road, Hauraki, Auckland 0622, New Zealand",09 486 6770,+64 9 486 6770,,http://www.nsperio.co.nz/about-us/,5,1,OPERATIONAL,https://maps.google.com/?cid=15500619163254474537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 5:00 PM; Tuesday: 7:30 AM – 5:00 PM; Wednesday: 7:30 AM – 5:00 PM; Thursday: 7:30 AM – 5:00 PM; Friday: 7:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Hauraki,North Shore,no_prices,2026-03-18,,
North Shore Prosthodontics,"Level 1/412 Lake Road, Takapuna, Auckland 0622, New Zealand",09 489 9005,+64 9 489 9005,,http://northshoreprosthodontist.com/,5,1,OPERATIONAL,https://maps.google.com/?cid=7611877874266780544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:30 PM; Tuesday: 7:30 AM – 4:30 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 7:30 AM – 4:30 PM; Friday: 7:30 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
Northcote Dental Centre,"26 Kawana Street, Northcote, Auckland 0627, New Zealand",09 480 5931,+64 9 480 5931,,https://www.northcotedental.co.nz/,4.6,104,OPERATIONAL,https://maps.google.com/?cid=10988177013077194584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:30 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Northcote Family Dentist,"46 Lake Road, Northcote, Auckland 0627, New Zealand",027 900 0004,+64 27 900 0004,,https://northcotedentist.co.nz/,5,16,OPERATIONAL,https://maps.google.com/?cid=5604678490105888747&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 5:00 PM; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Northmed Dental,"12/3 Akoranga Drive, Northcote, Auckland 0627, New Zealand",09 884 8620,+64 9 884 8620,,https://northmeddental.co.nz/,4.9,392,OPERATIONAL,https://maps.google.com/?cid=3172996532970704724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:30 PM; Tuesday: 9:00 AM – 6:30 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: 9:00 AM – 5:00 PM,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Northmed Dental,"512 East Coast Road, Windsor Park, Auckland 0630, New Zealand",09 886 4565,+64 9 886 4565,,https://northmeddental.co.nz/services/,4.9,79,OPERATIONAL,https://maps.google.com/?cid=14244746224555227163&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Windsor Park,North Shore,no_prices,2026-03-18,,
Northmed Dental OTAHUHU,"9 Avenue Road, Ōtāhuhu, Auckland 1062, New Zealand",09 886 7037,+64 9 886 7037,,https://www.northmeddental.co.nz/,5,24,OPERATIONAL,https://maps.google.com/?cid=1055378822377462583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dentist,Auckland,Ōtāhuhu,Auckland City,no_prices,2026-03-18,,
Nova Dental Care,"7 O'Shannessey Street, Papakura, Auckland 2110, New Zealand",09 298 7501,+64 9 298 7501,,https://www.novadental.co.nz/,4.9,304,OPERATIONAL,https://maps.google.com/?cid=12254660359483870636&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Papakura,Manukau,no_prices,2026-03-18,,
NSOMS (Oral & Maxillofacial Surgeons),"3 Broadway, Newmarket, Auckland 1023, New Zealand",09 486 7778,+64 9 486 7778,,https://www.nsoms.co.nz/,4.6,70,OPERATIONAL,https://maps.google.com/?cid=7908289703207530048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:30 PM; Tuesday: 7:30 AM – 4:30 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 7:30 AM – 4:30 PM; Friday: 7:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Newmarket,Auckland City,no_prices,2026-03-18,,
NSOMS (Oral & Maxillofacial Surgeons),"08/3 Akoranga Drive, Northcote, Auckland 0627, New Zealand",09 486 7778,+64 9 486 7778,,https://www.nsoms.co.nz/,4.7,226,OPERATIONAL,https://maps.google.com/?cid=5569562581829413653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 4:30 PM; Tuesday: 7:30 AM – 4:30 PM; Wednesday: 7:30 AM – 4:30 PM; Thursday: 7:30 AM – 4:30 PM; Friday: 7:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Ocean View Dental,"12 Ocean View Road, Northcote, Auckland 0627, New Zealand",09 419 5555,+64 9 419 5555,,http://www.ourdentist.co.nz/,4.7,107,OPERATIONAL,https://maps.google.com/?cid=10706304124005550596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Northcote,North Shore,no_prices,2026-03-18,,
Omega Dental,"96 Clevedon Road, Papakura, Auckland 2110, New Zealand",09 600 1707,+64 9 600 1707,,https://omegadental.co.nz/,4.9,272,OPERATIONAL,https://maps.google.com/?cid=5484312104937875170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Papakura,Manukau,no_prices,2026-03-18,,
Onehealth Dental,"122 Remuera Road, Remuera, Auckland 1049, New Zealand",09 524 8834,+64 9 524 8834,,https://onehealthdental.co.nz/,4.8,45,OPERATIONAL,https://maps.google.com/?cid=12187721208011728004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 3:30 PM; Sunday: Closed,dentist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Onehunga Dental Centre,"Medical Centre Building 73 Church Street, Onehunga, Auckland 1061, New Zealand",09 636 6227,+64 9 636 6227,,http://www.odc.co.nz/,4.7,25,OPERATIONAL,https://maps.google.com/?cid=448890705072050378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:30 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Onehunga,Auckland City,no_prices,2026-03-18,,
Onehunga Dentists,"Near Onehunga Police station 130 Onehunga Mall, Onehunga, Auckland 1061, New Zealand",09 636 0034,+64 9 636 0034,,http://www.onehungadentists.com/,4.7,16,OPERATIONAL,https://maps.google.com/?cid=8207337529094458512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 9:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 6:00 – 9:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dentist,Auckland,Onehunga,Auckland City,no_prices,2026-03-18,,
Oneroa Dental Surgery,"Pendragon Mall 9/118 Ocean View Road, Oneroa, Waiheke Island 1081, New Zealand",09 372 6849,+64 9 372 6849,,https://www.oneroadental.co.nz/,4.9,17,OPERATIONAL,https://maps.google.com/?cid=15666259171765466286&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Oneroa,Auckland City,no_prices,2026-03-18,,
Opal Dental,"518 Te Atatu Road, Te Atatū Peninsula, Auckland 0610, New Zealand",0800 440 807,+64 800 440 807,,https://opaldental.co.nz/,4.9,191,OPERATIONAL,https://maps.google.com/?cid=3985136323713741240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:15 AM – 8:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 7:15 AM – 8:00 PM; Thursday: 7:15 AM – 8:00 PM; Friday: 8:00 AM – 5:30 PM; Saturday: 8:00 AM – 2:00 PM; Sunday: Closed,dentist,Auckland,Te Atatū Peninsula,Waitakere,no_prices,2026-03-18,,
Oral Dynamics Denture Clinic,"137 Abbotts Way, Remuera, Auckland 1050, New Zealand",09 217 3068,+64 9 217 3068,,http://www.oraldynamics.co.nz/denture-clinic,3.4,8,OPERATIONAL,https://maps.google.com/?cid=5912486567106509263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: 9:00 AM – 5:00 PM,dentures,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Oral Surgery Associates,"Ascot Central, level 1/7 Ellerslie Racecourse Drive, Remuera, Auckland 1051, New Zealand",09 529 5910,+64 9 529 5910,,https://lumino.co.nz/dentists/oral-surgery-associates-remuera/,3.9,66,OPERATIONAL,https://maps.google.com/?cid=1767813701976869398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 9:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Remuera Auckland,Auckland City,no_prices,2026-03-18,,
Orewa Dental Centre,"26A Tamariki Avenue, Orewa 0931, New Zealand",09 426 4866,+64 9 426 4866,,http://www.orewadc.co.nz/,4.7,13,OPERATIONAL,https://maps.google.com/?cid=9275009925711945329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Orewa Auckland,Rodney,no_prices,2026-03-18,,
Ormiston Dental Centre Flat Bush | Lumino The Dentists,"Level 2, Ormiston Hospital, 125 Ormiston Road, Flat Bush, Auckland 2019, New Zealand",09 272 8178,+64 9 272 8178,,https://lumino.co.nz/dentists/ormiston-dental-centre-flat-bush/,3.6,28,OPERATIONAL,https://maps.google.com/?cid=12122186143653490331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dentist,Auckland,Flat Bush,Auckland,no_prices,2026-03-18,,
Ortho,"Ground Floor/31 Peach Parade, Remuera, Auckland 1050, New Zealand",09 520 0755,+64 9 520 0755,,http://ortho.co.nz/,5,8,OPERATIONAL,https://maps.google.com/?cid=3355560511559941366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Auckland,Remuera,Auckland City,no_prices,2026-03-18,,
Ortho Takapuna,"19 Como Street, Takapuna, Auckland 0622, New Zealand",09 520 0755,+64 9 520 0755,,http://ortho.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=9141615188526290476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: Closed; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,orthodontist,Auckland,Takapuna,North Shore,no_prices,2026-03-18,,
Otahuhu Budget Dental Care,"3/115 Church Street, Ōtāhuhu, Auckland 1061, New Zealand",09 276 5211,+64 9 276 5211,,https://www.healthpoint.co.nz/dentistry/general-dentist/otahuhu-budget-dental-care/,4.3,19,OPERATIONAL,https://maps.google.com/?cid=5361035193849787602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dentist,Auckland,Ōtāhuhu,Auckland City,no_prices,2026-03-18,,
